word,code,full_code
разузнать,2.3.2.1,2.3.2.1.3.2.
разуметь,2.3.2.1,2.3.2.1.3.1.
разуметь,2.3.2.1,2.3.2.1.3.3.
разъярить,2.3.2.2,2.3.2.2.2.3.7.2.
раскачать,2.3.2.3,2.3.2.3.1.3.
раскаяться,2.3.2.2,2.3.2.2.2.2.3.2.1.
раскрыть,2.3.2.1,2.3.2.1.3.1.
распалить,2.3.2.2,2.3.2.2.2.1.1.2.
распирать,2.3.2.2,2.3.2.2.2.1.1.1.
распознать,2.3.2.1,2.3.2.1.3.2.
располагать,2.3.2.3,2.3.2.3.1.4.
располагать,2.3.2.3,2.3.2.3.1.5.
расположить,2.3.2.2,2.3.2.2.2.2.3.1.2.
расположить,2.3.2.3,2.3.2.3.3.
расположиться,2.3.2.2,2.3.2.2.2.2.3.1.1.
расположиться,2.3.2.3,2.3.2.3.1.4.
распорядиться,2.3.2.3,2.3.2.3.1.4.
распорядиться,2.3.2.3,2.3.2.3.1.5.
распугать,2.3.2.3,2.3.2.3.1.2.1.3.
рассадить,2.3.2.3,2.3.2.3.1.2.2.
рассеять,2.3.2.3,2.3.2.3.1.2.1.1.
рассматриваться,2.3.2.1,2.3.2.1.3.1.
рассмотреть,2.3.2.1,2.3.2.1.3.1.
расстроить,2.3.2.2,2.3.2.2.3.4.2.
расстроиться,2.3.2.2,2.3.2.2.3.4.1.
рассудить,2.3.2.1,2.3.2.1.2.2.
рассудить,2.3.2.3,2.3.2.3.1.4.
рассуждать,2.3.2.1,2.3.2.1.2.2.
рассчитать,2.3.2.1,2.3.2.1.2.5.
рассчитывать,2.3.2.1,2.3.2.1.2.5.
рассчитывать,2.3.2.1,2.3.2.1.6.4.
растерзать,2.3.2.2,2.3.2.2.2.3.4.2.
растеряться,2.3.2.2,2.3.2.2.2.3.5.1.
растревожить,2.3.2.2,2.3.2.2.2.3.5.2.
растрогать,2.3.2.2,2.3.2.2.2.2.3.2.2.
расхотеться,2.3.2.3,2.3.2.3.3.
расценить,2.3.2.1,2.3.2.1.2.6.
расчесть,2.3.2.1,2.3.2.1.2.5.
расчувствоваться,2.3.2.2,2.3.2.2.2.2.3.2.1.
расшевелить,2.3.2.2,2.3.2.2.2.1.1.2.
рваться,2.3.2.3,2.3.2.3.3.
реагировать,2.3.2.1,2.3.2.1.2.6.
реализация,2.3.2.1,2.3.2.1.3.3.
ревновать,2.3.2.2,2.3.2.2.2.3.1.
решить,2.3.2.3,2.3.2.3.1.1.
решить,2.3.2.3,2.3.2.3.1.4.
решиться,2.3.2.3,2.3.2.3.1.4.
рисовать,2.3.2.1,2.3.2.1.2.4.2.
рисоваться,2.3.2.1,2.3.2.1.2.4.2.
робеть,2.3.2.2,2.3.2.2.2.3.5.2.
сажать,2.3.2.3,2.3.2.3.1.3.
сатанеть,2.3.2.2,2.3.2.2.2.3.7.1.
сваливать,2.3.2.3,2.3.2.3.1.5.
сведать,2.3.2.1,2.3.2.1.3.2.
сверлить,2.3.2.1,2.3.2.1.2.2.
светить,2.3.2.2,2.3.2.2.2.2.3.1.2.
светлеть,2.3.2.2,2.3.2.2.4.2.1.
светлеть,2.3.2.2,2.3.2.2.4.3.
свирепеть,2.3.2.2,2.3.2.2.2.3.7.1.
сгладить,2.3.2.2,2.3.2.2.3.2.2.
сгорать,2.3.2.2,2.3.2.2.2.1.1.1.
сдаваться,2.3.2.1,2.3.2.1.2.4.1.
сдавливать,2.3.2.2,2.3.2.2.3.4.2.
сдержать,2.3.2.3,2.3.2.3.1.8.
сдерживать,2.3.2.3,2.3.2.3.1.8.
сердить,2.3.2.2,2.3.2.2.2.3.7.2.
сердиться,2.3.2.2,2.3.2.2.2.3.7.1.
серчать,2.3.2.2,2.3.2.2.2.3.7.1.
сечь,2.3.2.1,2.3.2.1.3.1.
сечь,2.3.2.1,2.3.2.1.3.3.
сжалиться,2.3.2.2,2.3.2.2.2.2.3.2.1.
сжать,2.3.2.2,2.3.2.2.3.3.2.
сжать,2.3.2.2,2.3.2.2.3.4.2.
симпатизировать,2.3.2.2,2.3.2.2.2.2.3.1.1.
скисать,2.3.2.2,2.3.2.2.3.3.1.
скиснуть,2.3.2.2,2.3.2.2.3.3.1.
склониться,2.3.2.3,2.3.2.3.1.4.
сковать,2.3.2.2,2.3.2.2.2.3.5.2.
скорбеть,2.3.2.2,2.3.2.2.3.4.1.
скрести,2.3.2.2,2.3.2.2.2.3.5.1.
скудеть,2.3.2.2,2.3.2.2.4.2.2.
скучать,2.3.2.2,2.3.2.2.3.3.1.
скучать,2.3.2.2,2.3.2.2.3.4.1.
слабеть,2.3.2.2,2.3.2.2.4.1.
слабнуть,2.3.2.2,2.3.2.2.4.1.
следить,2.3.2.1,2.3.2.1.3.1.
сломаться,2.3.2.2,2.3.2.2.2.3.4.1.
слышать,2.3.2.1,2.3.2.1.3.1.
слюбиться,2.3.2.2,2.3.2.2.2.2.2.1.
смаковать,2.3.2.2,2.3.2.2.2.2.3.1.1.
смекать,2.3.2.1,2.3.2.1.3.3.
смирить,2.3.2.2,2.3.2.2.3.2.2.
смотреть,2.3.2.1,2.3.2.1.2.6.
смотреть,2.3.2.1,2.3.2.1.3.1.
смотреть,2.3.2.1,2.3.2.1.4.1.
смочь,2.3.2.3,2.3.2.3.1.8.
смутить,2.3.2.2,2.3.2.2.3.5.2.
смутиться,2.3.2.2,2.3.2.2.3.5.1.
смыслить,2.3.2.1,2.3.2.1.3.3.
смягчить,2.3.2.2,2.3.2.2.3.2.2.
смягчиться,2.3.2.2,2.3.2.2.3.2.1.
смягчиться,2.3.2.2,2.3.2.2.4.3.
снедать,2.3.2.2,2.3.2.2.2.3.4.2.
снести,2.3.2.3,2.3.2.3.4.
снизойти,2.3.2.2,2.3.2.2.2.2.3.2.1.
снизойти,2.3.2.3,2.3.2.3.1.4.
сникать,2.3.2.2,2.3.2.2.3.3.1.
собираться,2.3.2.3,2.3.2.3.4.
соблаговолить,2.3.2.3,2.3.2.3.1.7.1.
соблазниться,2.3.2.3,2.3.2.3.3.
соболезновать,2.3.2.2,2.3.2.2.2.2.3.2.1.
собрать,2.3.2.3,2.3.2.3.1.2.2.
собрать,2.3.2.3,2.3.2.3.4.
собраться,2.3.2.3,2.3.2.3.1.8.
собраться,2.3.2.3,2.3.2.3.4.
совеститься,2.3.2.2,2.3.2.2.3.5.1.
совратить,2.3.2.3,2.3.2.3.2.1.
согласиться,2.3.2.3,2.3.2.3.1.7.1.
согласовать,2.3.2.3,2.3.2.3.1.7.1.
согнать,2.3.2.3,2.3.2.3.1.2.1.1.
согнать,2.3.2.3,2.3.2.3.1.2.2.
сожалеть,2.3.2.2,2.3.2.2.2.2.3.1.1.
сознать,2.3.2.1,2.3.2.1.3.3.
соизволить,2.3.2.3,2.3.2.3.3.
сойтись,2.3.2.3,2.3.2.3.1.7.1.
сокрушаться,2.3.2.2,2.3.2.2.3.4.1.
сокрушить,2.3.2.2,2.3.2.2.3.4.2.
сомневаться,2.3.2.1,2.3.2.1.2.5.
соображать,2.3.2.1,2.3.2.1.2.1.
соображать,2.3.2.1,2.3.2.1.3.1.
сообразить,2.3.2.1,2.3.2.1.2.2.
сообразить,2.3.2.1,2.3.2.1.3.3.
соскучиться,2.3.2.2,2.3.2.2.3.3.1.
соскучиться,2.3.2.2,2.3.2.2.3.4.1.
сосредоточить,2.3.2.1,2.3.2.1.2.2.
сосредоточиться,2.3.2.1,2.3.2.1.2.2.
сострадать,2.3.2.2,2.3.2.2.2.2.3.2.1.
сохнуть,2.3.2.2,2.3.2.2.2.2.2.1.
сочувствовать,2.3.2.2,2.3.2.2.2.2.3.1.1.
сочувствовать,2.3.2.2,2.3.2.2.2.2.3.2.1.
сплавить,2.3.2.3,2.3.2.3.1.2.1.1.
спохватиться,2.3.2.1,2.3.2.1.5.1.
справиться,2.3.2.3,2.3.2.3.1.8.
спровадить,2.3.2.3,2.3.2.3.1.2.1.1.
спросить,2.3.2.3,2.3.2.3.1.1.
спугнуть,2.3.2.3,2.3.2.3.1.2.1.3.
сразить,2.3.2.2,2.3.2.2.2.1.1.2.
ставить,2.3.2.1,2.3.2.1.2.6.
стараться,2.3.2.3,2.3.2.3.3.
стерпеть,2.3.2.3,2.3.2.3.4.
стесняться,2.3.2.2,2.3.2.2.3.5.1.
стимулирование,2.3.2.3,2.3.2.3.2.1.
стимуляция,2.3.2.3,2.3.2.3.2.1.
столбенеть,2.3.2.2,2.3.2.2.4.1.
столкнуться,2.3.2.1,2.3.2.1.3.1.
стосковаться,2.3.2.2,2.3.2.2.3.4.1.
стоять,2.3.2.3,2.3.2.3.1.1.
страдать,2.3.2.2,2.3.2.2.2.2.3.2.1.
страдать,2.3.2.2,2.3.2.2.2.3.4.1.
страшить,2.3.2.2,2.3.2.2.2.3.5.2.
страшиться,2.3.2.2,2.3.2.2.2.3.5.1.
стращать,2.3.2.2,2.3.2.2.2.3.5.2.
стремиться,2.3.2.3,2.3.2.3.3.
струхнуть,2.3.2.2,2.3.2.2.2.3.5.1.
стыдиться,2.3.2.2,2.3.2.2.3.5.1.
стянуть,2.3.2.3,2.3.2.3.1.2.2.
судить,2.3.2.1,2.3.2.1.2.6.
судить,2.3.2.3,2.3.2.3.1.4.
схватить,2.3.2.1,2.3.2.1.3.3.
считать,2.3.2.1,2.3.2.1.2.6.
считаться,2.3.2.1,2.3.2.1.4.1.
таскать,2.3.2.3,2.3.2.3.1.3.
тащить,2.3.2.3,2.3.2.3.1.3.
таять,2.3.2.2,2.3.2.2.3.1.1.
твердеть,2.3.2.2,2.3.2.2.4.2.1.
теплеть,2.3.2.2,2.3.2.2.4.3.
терзать,2.3.2.2,2.3.2.2.2.3.4.2.
терзаться,2.3.2.2,2.3.2.2.2.3.4.1.
терпеть,2.3.2.3,2.3.2.3.4.
терпеться,2.3.2.3,2.3.2.3.4.
теснить,2.3.2.2,2.3.2.2.2.3.4.2.
тешить,2.3.2.2,2.3.2.2.2.2.3.1.2.
тешиться,2.3.2.2,2.3.2.2.2.2.3.1.1.
толкать,2.3.2.3,2.3.2.3.2.1.
томить,2.3.2.2,2.3.2.2.2.3.4.2.
томиться,2.3.2.2,2.3.2.2.2.3.4.1.
томиться,2.3.2.2,2.3.2.2.2.3.5.1.
томиться,2.3.2.2,2.3.2.2.3.1.1.
томиться,2.3.2.2,2.3.2.2.3.3.1.
торжествовать,2.3.2.2,2.3.2.2.2.2.1.1.
торопить,2.3.2.3,2.3.2.3.2.3.
тосковать,2.3.2.2,2.3.2.2.3.3.1.
тосковать,2.3.2.2,2.3.2.2.3.4.1.
точить,2.3.2.2,2.3.2.2.2.3.4.2.
травмировать,2.3.2.2,2.3.2.2.2.3.4.2.
требовать,2.3.2.3,2.3.2.3.1.1.
требовать,2.3.2.3,2.3.2.3.1.5.
тревожить,2.3.2.2,2.3.2.2.2.3.5.2.
тревожиться,2.3.2.2,2.3.2.2.2.3.5.1.
трезветь,2.3.2.2,2.3.2.2.4.2.1.
трепетать,2.3.2.2,2.3.2.2.2.1.1.1.
трепетать,2.3.2.2,2.3.2.2.2.3.5.1.
трепыхаться,2.3.2.2,2.3.2.2.2.3.5.1.
трогать,2.3.2.2,2.3.2.2.2.2.3.2.2.
тронуться,2.3.2.2,2.3.2.2.2.2.3.2.1.
трусить,2.3.2.2,2.3.2.2.2.3.5.1.
трястись,2.3.2.2,2.3.2.2.2.3.5.1.
тужить,2.3.2.2,2.3.2.2.3.4.1.
туманить,2.3.2.1,2.3.2.1.2.3.
тупеть,2.3.2.2,2.3.2.2.4.1.
тыкать,2.3.2.3,2.3.2.3.1.2.1.2.
тяготеть,2.3.2.1,2.3.2.1.4.2.
тяготить,2.3.2.2,2.3.2.2.2.3.4.2.
тяготиться,2.3.2.2,2.3.2.2.2.3.4.1.
тянуть,2.3.2.1,2.3.2.1.4.2.
тянуть,2.3.2.3,2.3.2.3.1.3.
тянуть,2.3.2.3,2.3.2.3.3.
тянуться,2.3.2.3,2.3.2.3.3.
убедить,2.3.2.1,2.3.2.1.6.2.
убедиться,2.3.2.1,2.3.2.1.6.2.
убиваться,2.3.2.2,2.3.2.2.2.3.4.1.
убить,2.3.2.2,2.3.2.2.2.3.4.2.
ублажить,2.3.2.2,2.3.2.2.2.2.3.1.2.
убояться,2.3.2.2,2.3.2.2.2.3.5.1.
уважать,2.3.2.2,2.3.2.2.2.2.3.1.1.
уважать,2.3.2.2,2.3.2.2.2.2.4.
увериться,2.3.2.1,2.3.2.1.6.2.
уверовать,2.3.2.1,2.3.2.1.6.1.
увеселять,2.3.2.2,2.3.2.2.2.2.1.2.
увлечь,2.3.2.1,2.3.2.1.4.2.
увлечь,2.3.2.2,2.3.2.2.2.1.1.2.
увлечь,2.3.2.2,2.3.2.2.2.2.2.2.
увлечь,2.3.2.2,2.3.2.2.2.2.3.1.2.
увлечься,2.3.2.1,2.3.2.1.4.2.
увлечься,2.3.2.2,2.3.2.2.2.1.1.1.
увлечься,2.3.2.2,2.3.2.2.2.2.2.1.
увлечься,2.3.2.2,2.3.2.2.2.2.3.1.1.
угадать,2.3.2.1,2.3.2.1.2.5.
углубиться,2.3.2.1,2.3.2.1.2.2.
угнетать,2.3.2.1,2.3.2.1.2.1.
угнетать,2.3.2.2,2.3.2.2.2.3.5.2.
угодить,2.3.2.2,2.3.2.2.2.2.3.1.2.
удалить,2.3.2.3,2.3.2.3.1.3.
удержать,2.3.2.3,2.3.2.3.1.3.
удержать,2.3.2.3,2.3.2.3.1.8.
удержаться,2.3.2.3,2.3.2.3.1.8.
удивить,2.3.2.2,2.3.2.2.2.1.2.2.
удивиться,2.3.2.2,2.3.2.2.2.1.2.1.
удовлетворить,2.3.2.2,2.3.2.2.2.2.3.1.2.
удовлетворить,2.3.2.3,2.3.2.3.1.7.1.
удовлетвориться,2.3.2.2,2.3.2.2.2.2.3.1.1.
удовлетвориться,2.3.2.3,2.3.2.3.1.7.1.
удовольствоваться,2.3.2.3,2.3.2.3.1.7.1.
удостовериться,2.3.2.1,2.3.2.1.6.2.
удручить,2.3.2.2,2.3.2.2.2.3.4.2.
удумать,2.3.2.1,2.3.2.1.2.4.1.
удумать,2.3.2.3,2.3.2.3.1.4.
ужаснуться,2.3.2.2,2.3.2.2.2.3.5.1.
узаконить,2.3.2.3,2.3.2.3.1.6.1.
узнать,2.3.2.1,2.3.2.1.3.1.
узнать,2.3.2.1,2.3.2.1.3.2.
узнать,2.3.2.1,2.3.2.1.3.3.
указать,2.3.2.3,2.3.2.3.1.5.
укрепить,2.3.2.3,2.3.2.3.2.2.
уловить,2.3.2.1,2.3.2.1.3.3.
умалить,2.3.2.1,2.3.2.1.2.6.
умилить,2.3.2.2,2.3.2.2.2.2.2.2.
умирать,2.3.2.2,2.3.2.2.2.1.1.1.
умиротворить,2.3.2.2,2.3.2.2.3.2.2.
умнеть,2.3.2.2,2.3.2.2.4.2.1.
умствовать,2.3.2.1,2.3.2.1.2.2.
умудрить,2.3.2.1,2.3.2.1.2.1.
унывать,2.3.2.2,2.3.2.2.3.4.1.
упиться,2.3.2.2,2.3.2.2.2.1.1.1.
уповать,2.3.2.1,2.3.2.1.6.4.
упомнить,2.3.2.1,2.3.2.1.5.1.
упрятать,2.3.2.3,2.3.2.3.1.3.
упустить,2.3.2.1,2.3.2.1.5.2.
уразуметь,2.3.2.1,2.3.2.1.3.3.
усадить,2.3.2.3,2.3.2.3.1.2.1.2.
усвоить,2.3.2.1,2.3.2.1.3.1.
усвоить,2.3.2.1,2.3.2.1.5.1.
усладить,2.3.2.2,2.3.2.2.2.2.1.2.
услать,2.3.2.3,2.3.2.3.1.2.1.2.
уследить,2.3.2.1,2.3.2.1.3.1.
усмирить,2.3.2.2,2.3.2.2.3.2.2.
усмотреть,2.3.2.1,2.3.2.1.3.3.
усомниться,2.3.2.1,2.3.2.1.2.5.
успокоить,2.3.2.2,2.3.2.2.3.2.2.
успокоиться,2.3.2.2,2.3.2.2.2.3.3.
успокоиться,2.3.2.2,2.3.2.2.3.2.1.
устанавливать,2.3.2.1,2.3.2.1.3.1.
установить,2.3.2.1,2.3.2.1.3.1.
установить,2.3.2.3,2.3.2.3.1.5.
устать,2.3.2.2,2.3.2.2.2.3.2.1.
устоять,2.3.2.3,2.3.2.3.1.8.
устрашить,2.3.2.2,2.3.2.2.2.3.5.2.
устрашиться,2.3.2.2,2.3.2.2.2.3.5.1.
устремить,2.3.2.3,2.3.2.3.1.2.1.2.
устремляться,2.3.2.3,2.3.2.3.3.
уступить,2.3.2.3,2.3.2.3.1.7.1.
уступить,2.3.2.3,2.3.2.3.1.7.2.
усыпить,2.3.2.2,2.3.2.2.3.2.2.
усыпить,2.3.2.3,2.3.2.3.1.3.
утвердить,2.3.2.1,2.3.2.1.6.2.
утвердить,2.3.2.3,2.3.2.3.1.5.
утвердить,2.3.2.3,2.3.2.3.2.2.
утвердиться,2.3.2.1,2.3.2.1.6.2.
утереться,2.3.2.2,2.3.2.2.2.3.6.1.
утерпеть,2.3.2.3,2.3.2.3.4.
утешиться,2.3.2.2,2.3.2.2.3.2.1.
утишить,2.3.2.2,2.3.2.2.3.2.2.
утолить,2.3.2.2,2.3.2.2.3.2.2.
ухватить,2.3.2.1,2.3.2.1.3.3.
учесть,2.3.2.1,2.3.2.1.4.1.
ушибить,2.3.2.2,2.3.2.2.2.3.4.2.
уяснить,2.3.2.1,2.3.2.1.3.1.
уяснить,2.3.2.1,2.3.2.1.3.3.
фантазировать,2.3.2.1,2.3.2.1.2.4.2.
фиксировать,2.3.2.1,2.3.2.1.5.1.
философствовать,2.3.2.1,2.3.2.1.2.2.
хандрить,2.3.2.2,2.3.2.2.3.3.1.
хватиться,2.3.2.1,2.3.2.1.5.1.
холодеть,2.3.2.2,2.3.2.2.4.1.
холодеть,2.3.2.2,2.3.2.2.4.3.
хоронить,2.3.2.1,2.3.2.1.5.2.
хотеть,2.3.2.3,2.3.2.3.3.
хотеться,2.3.2.3,2.3.2.3.3.
целить,2.3.2.3,2.3.2.3.3.
целиться,2.3.2.3,2.3.2.3.3.
ценить,2.3.2.1,2.3.2.1.2.6.
цепенеть,2.3.2.2,2.3.2.2.4.1.
чаровать,2.3.2.2,2.3.2.2.2.2.1.2.
чахнуть,2.3.2.2,2.3.2.2.2.2.2.1.
чаять,2.3.2.1,2.3.2.1.6.4.
черстветь,2.3.2.2,2.3.2.2.4.3.
читать,2.3.2.1,2.3.2.1.3.3.
чихать,2.3.2.2,2.3.2.2.2.3.3.
чтить,2.3.2.2,2.3.2.2.2.2.4.
чувствовать,2.3.2.2,2.3.2.2.1.
чудиться,2.3.2.1,2.3.2.1.2.4.2.
чуждаться,2.3.2.2,2.3.2.2.2.3.3.
чуять,2.3.2.2,2.3.2.2.1.
щекотать,2.3.2.2,2.3.2.2.2.1.1.2.
щемить,2.3.2.2,2.3.2.2.3.4.2.
яриться,2.3.2.2,2.3.2.2.2.3.7.1.
